tweetId,url,content,likeCount,retweetCount,replyCount,quoteCount,viewCount,createdAt
2033417376163942622,https://x.com/iwalysmh/status/2033417376163942622,Perbandingan harga macbook neo vs macbook air m2 di indonesia…😭☠️ https://t.co/z20ZXPAMFu,4077,259,85,141,443275,"March 16, 2026 at 05:37 AM"
2032884583331471430,https://x.com/imparkerburton/status/2032884583331471430,Just edited a 4k short-form video in premiere on the MacBook Neo....why is it performing so well??? https://t.co/OFsHcA3Vcp,7700,232,180,50,388630,"March 14, 2026 at 06:20 PM"
2033764453993615386,https://x.com/orb2222/status/2033764453993615386,"コストコで
MacBook Neo触ってきたのだ

トラックパッド
感圧式ではなくて
まさかの押し込み式💦

デザインもダサすぎる...

いくら安くても
Appleらしさが皆無...
流石に
これは売れない気がした（−＿−；） https://t.co/ZBQRSTSXyG",9,0,5,0,8470,"March 17, 2026 at 04:36 AM"
2034235544243192318,https://x.com/mtgproductionss/status/2034235544243192318,I’ve had the MacBook Neo for one week now and it has been great! Bye bye competitors! https://t.co/9Kjbynf2H6,4487,134,55,7,193004,"March 18, 2026 at 11:48 AM"
2036195789601374705,https://x.com/claudeai/status/2036195789601374705,"You can now enable Claude to use your computer to complete tasks.

It opens your apps, navigates your browser, fills in spreadsheets—anything you'd do sitting at your desk.

Research preview in Claude Cowork and Claude Code, macOS only. https://t.co/sVymgmtEMI",119580,12316,4224,9194,55074799,"March 23, 2026 at 09:38 PM"
2035720212108959924,https://x.com/fairyprxncess/status/2035720212108959924,is the iPhone 18 pink Barbie edition real??? https://t.co/p0spsOOfFY,23964,1560,453,1427,1623180,"March 22, 2026 at 02:08 PM"
2035667314746732734,https://x.com/Kan7hashimo10/status/2035667314746732734,なぁ、M1のMacBook AirからMacBook Neoに買い換えるってどうなの〜？,3,0,2,0,3431,"March 22, 2026 at 10:38 AM"
2035724879333613619,https://x.com/mrtechsense/status/2035724879333613619,MacBook NEO’s display is SO SHIT OMG 😷 https://t.co/Z1uZgVygJR,70,1,11,0,6034,"March 22, 2026 at 02:26 PM"
2032621761129578796,https://x.com/theapplehub/status/2032621761129578796,MacBook Neo vs MacBook Air https://t.co/rUnxl2XRtm,4793,323,59,32,221755,"March 14, 2026 at 12:56 AM"
2035635309975851296,https://x.com/srnswnmnrt/status/2035635309975851296,"อยากทราบความเห็นอะ ตอนแรกจะซื้อ ipad air แต่พอ macbook neo ออก สีเขวมันสั่นใจมาก
ไม่ได้มีอะไรจำเป็นในการใช้เลยทั้งคู่ กะเอามาดูหนังฟังเพลง ลองฝึกตัดต่อคลิป ทำงาน excel ก้อกแก้ก เผื่อลางานฉุกเฉินแล้วมีงานด่วน ((ไม่มีโน้ตบุ้คส่วนตัว))
แต่ไม่เคยใช้ macbook กลัวใช้ไม่เป็น 🥹",0,0,2,0,1772,"March 22, 2026 at 08:30 AM"
2036050352999469124,https://x.com/mtgproductionss/status/2036050352999469124,"Of course the MacBook Neo is going to have compromises, but for the price, it is well worth it. https://t.co/d2wUgGcMCy",2641,55,19,0,71873,"March 23, 2026 at 12:00 PM"
2033417376163942622,https://x.com/iwalysmh/status/2033417376163942622,Perbandingan harga macbook neo vs macbook air m2 di indonesia…😭☠️ https://t.co/z20ZXPAMFu,4077,259,85,141,443275,"March 16, 2026 at 05:37 AM"
2034983523548115188,https://x.com/clumsyjr/status/2034983523548115188,"Macbook neo ถึงพี่แล้วน้องงงงง~
รีวิวแบบจริงใจ = คุ้ม https://t.co/UzreWwKvoh",3555,2455,11,39,302786,"March 20, 2026 at 01:20 PM"
2031507292454269171,https://x.com/stalman/status/2031507292454269171,The moment I realized I was going need to find a tougher test for the MacBook Neo😳 https://t.co/QguwCp3BzQ,21967,1117,372,843,8518446,"March 10, 2026 at 11:07 PM"
2034405809690394653,https://x.com/mweinbach/status/2034405809690394653,"Microsoft has the perfect MacBook Neo competitor with the Surface Laptop 13 but it's just a little bit too expensive

If they can get it down to $600, that's your Windows neo competitor. At $899/$999 you're getting to MacBook Air territory and the Air is simply better https://t.co/0dS5QuhxVR",2067,52,149,8,283186,"March 18, 2026 at 11:05 PM"
2030132604456800460,https://x.com/tanyakanrl/status/2030132604456800460,"💚 jval macbook air m1 ganti macbook neo, y/n?
cakep2 bgtt warnanya hjskks",34,0,47,3,13478,"March 7, 2026 at 04:05 AM"
2035238771210506282,https://x.com/Pipichannnnnnnn/status/2035238771210506282,Macbook Neoって正直どう？,26,0,5,0,6099,"March 21, 2026 at 06:15 AM"
2033183037324697984,https://x.com/andres_vidoza/status/2033183037324697984,In This Economy Buy a MacBook Neo. https://t.co/e1LR73As7H,7942,294,111,56,447020,"March 15, 2026 at 02:06 PM"
2031627835283284464,https://x.com/kshvbgde/status/2031627835283284464,"Base MacBook Neo, starting at $599 with 8GB of RAM and an A18 Pro chip, can handle almost everything that an 8GB MacBook Air with M-series chips could

&gt;Edit 4K videos
&gt;Full stack development
&gt;Multitasking apps
&gt;3D modelling
&gt;Play Cyberpunk 2077

honestly, remarkable. https://t.co/GF0BuvcWdZ",5222,160,46,14,469162,"March 11, 2026 at 07:06 AM"
2032557485094220227,https://x.com/localghost/status/2032557485094220227,Crazy that the MacBook Neo is probably faster at ordinary tasks than any maxed out Intel-era MacBook,3555,76,49,10,99245,"March 13, 2026 at 08:40 PM"
2032765622875259266,https://x.com/sh_me_aka/status/2032765622875259266,家電量販店のMacBook Neo、スピーカーグリル押し曲げられてて草 https://t.co/QPmoMDEiil,2089,45,10,8,695181,"March 14, 2026 at 10:27 AM"
2029215184364122348,https://x.com/tim_cook/status/2029215184364122348,"iPhone 17e, iPad Air, MacBook Air, MacBook Pro...

And now, say hello to the all-new MacBook Neo!

We’re so excited to bring the magic of Mac to even more people around the world. https://t.co/z2w4RmShRO",54165,5760,2389,2172,10339701,"March 4, 2026 at 03:19 PM"
2035720212108959924,https://x.com/fairyprxncess/status/2035720212108959924,is the iPhone 18 pink Barbie edition real??? https://t.co/p0spsOOfFY,23964,1560,453,1427,1623180,"March 22, 2026 at 02:08 PM"
2034235544243192318,https://x.com/mtgproductionss/status/2034235544243192318,I’ve had the MacBook Neo for one week now and it has been great! Bye bye competitors! https://t.co/9Kjbynf2H6,4487,134,55,7,193004,"March 18, 2026 at 11:48 AM"
2032621761129578796,https://x.com/theapplehub/status/2032621761129578796,MacBook Neo vs MacBook Air https://t.co/rUnxl2XRtm,4793,323,59,32,221755,"March 14, 2026 at 12:56 AM"
2036195789601374705,https://x.com/claudeai/status/2036195789601374705,"You can now enable Claude to use your computer to complete tasks.

It opens your apps, navigates your browser, fills in spreadsheets—anything you'd do sitting at your desk.

Research preview in Claude Cowork and Claude Code, macOS only. https://t.co/sVymgmtEMI",119607,12319,4224,9194,55074799,"March 23, 2026 at 09:38 PM"
2036050352999469124,https://x.com/mtgproductionss/status/2036050352999469124,"Of course the MacBook Neo is going to have compromises, but for the price, it is well worth it. https://t.co/d2wUgGcMCy",2641,55,19,0,71873,"March 23, 2026 at 12:00 PM"
2031831012611932179,https://x.com/theapplehub/status/2031831012611932179,MacBook Neo is so beautiful 😍 https://t.co/fcJ1Qw3Dcd,3435,345,55,65,168906,"March 11, 2026 at 08:33 PM"
2032254645200879953,https://x.com/noahhermanyt/status/2032254645200879953,"the costco laptop section is wild now 💀

$589 #MacBookNeo
solid aluminum
optimized
polished
premium

vs

$599+ plastic garbage 
poor build quality 
windows bloat
crappy screens
“b-b-but it has more ram!” ☝️🤓 https://t.co/TEKlE7bbea",10910,459,343,125,990513,"March 13, 2026 at 12:37 AM"
2032409887628743106,https://x.com/TheGameVerse/status/2032409887628743106,"Cyberpunk 2077 on new MacBook Neo 👀

🎥 IG/renzsadiwa https://t.co/JNvEs7nuIN",6394,299,156,176,2274892,"March 13, 2026 at 10:54 AM"
2031507292454269171,https://x.com/stalman/status/2031507292454269171,The moment I realized I was going need to find a tougher test for the MacBook Neo😳 https://t.co/QguwCp3BzQ,21967,1117,372,843,8518446,"March 10, 2026 at 11:07 PM"
2033764453993615386,https://x.com/orb2222/status/2033764453993615386,"コストコで
MacBook Neo触ってきたのだ

トラックパッド
感圧式ではなくて
まさかの押し込み式💦

デザインもダサすぎる...

いくら安くても
Appleらしさが皆無...
流石に
これは売れない気がした（−＿−；） https://t.co/ZBQRSTSXyG",9,0,5,0,8470,"March 17, 2026 at 04:36 AM"
2033183037324697984,https://x.com/andres_vidoza/status/2033183037324697984,In This Economy Buy a MacBook Neo. https://t.co/e1LR73As7H,7942,294,111,56,447024,"March 15, 2026 at 02:06 PM"
2029200922124140614,https://x.com/theapplehub/status/2029200922124140614,"Apple has introduced the new MacBook Neo

- 13” LCD display
- A18 Pro chip
- 8GB RAM
- 256GB/512GB storage
- 16 hours of battery life
- Colors: silver, indigo, blush, and citrus
- Starts at $599 ($499 for students)

Order today. Available on March 11 https://t.co/SlxiXCUvwk",31754,2192,579,3655,5853394,"March 4, 2026 at 02:22 PM"
2032557485094220227,https://x.com/localghost/status/2032557485094220227,Crazy that the MacBook Neo is probably faster at ordinary tasks than any maxed out Intel-era MacBook,3555,76,49,10,99245,"March 13, 2026 at 08:40 PM"
2035097241510433178,https://x.com/theapplehub/status/2035097241510433178,MacBook Neo vs MacBook Pro https://t.co/vWUzXGpn1t,4266,100,105,33,246726,"March 20, 2026 at 08:52 PM"
2033417376163942622,https://x.com/iwalysmh/status/2033417376163942622,Perbandingan harga macbook neo vs macbook air m2 di indonesia…😭☠️ https://t.co/z20ZXPAMFu,4077,259,85,141,443275,"March 16, 2026 at 05:37 AM"
2031627835283284464,https://x.com/kshvbgde/status/2031627835283284464,"Base MacBook Neo, starting at $599 with 8GB of RAM and an A18 Pro chip, can handle almost everything that an 8GB MacBook Air with M-series chips could

&gt;Edit 4K videos
&gt;Full stack development
&gt;Multitasking apps
&gt;3D modelling
&gt;Play Cyberpunk 2077

honestly, remarkable. https://t.co/GF0BuvcWdZ",5222,160,46,14,469162,"March 11, 2026 at 07:06 AM"
2034945510008610962,https://x.com/mtgproductionss/status/2034945510008610962,Apple cooked with the MacBook Neo 👨‍🍳🔥 https://t.co/wDeb9ggs6S,2827,118,35,8,112378,"March 20, 2026 at 10:49 AM"
2034405809690394653,https://x.com/mweinbach/status/2034405809690394653,"Microsoft has the perfect MacBook Neo competitor with the Surface Laptop 13 but it's just a little bit too expensive

If they can get it down to $600, that's your Windows neo competitor. At $899/$999 you're getting to MacBook Air territory and the Air is simply better https://t.co/0dS5QuhxVR",2067,52,149,8,283186,"March 18, 2026 at 11:05 PM"
2034478558228414698,https://x.com/XavierNaxa/status/2034478558228414698,"MacBook Air (M5), MacBook Pro (M5 Pro dan M5 Max) dan MacBook Neo telah berdaftar dengan SIRIM. 

Saya menjangkakan jualan bagi produk ini selepas hari raya ini atau selewat-lewatnya awal April. https://t.co/AjUktHNtns",123,12,1,1,8757,"March 19, 2026 at 03:54 AM"
2035724879333613619,https://x.com/mrtechsense/status/2035724879333613619,MacBook NEO’s display is SO SHIT OMG 😷 https://t.co/Z1uZgVygJR,70,1,11,0,6034,"March 22, 2026 at 02:26 PM"
2035667314746732734,https://x.com/Kan7hashimo10/status/2035667314746732734,なぁ、M1のMacBook AirからMacBook Neoに買い換えるってどうなの〜？,3,0,2,0,3431,"March 22, 2026 at 10:38 AM"
2035635309975851296,https://x.com/srnswnmnrt/status/2035635309975851296,"อยากทราบความเห็นอะ ตอนแรกจะซื้อ ipad air แต่พอ macbook neo ออก สีเขวมันสั่นใจมาก
ไม่ได้มีอะไรจำเป็นในการใช้เลยทั้งคู่ กะเอามาดูหนังฟังเพลง ลองฝึกตัดต่อคลิป ทำงาน excel ก้อกแก้ก เผื่อลางานฉุกเฉินแล้วมีงานด่วน ((ไม่มีโน้ตบุ้คส่วนตัว))
แต่ไม่เคยใช้ macbook กลัวใช้ไม่เป็น 🥹",0,0,2,0,1772,"March 22, 2026 at 08:30 AM"
2034401582708834648,https://x.com/VadimYuryev/status/2034401582708834648,"A future legend is born thanks to Apple releasing their first (very) affordable laptop, the MacBook Neo!

Let's make this dreamer go viral. https://t.co/vY29wKS9cV",9872,338,65,19,195399,"March 18, 2026 at 10:48 PM"
2035238771210506282,https://x.com/Pipichannnnnnnn/status/2035238771210506282,Macbook Neoって正直どう？,26,0,5,0,6099,"March 21, 2026 at 06:15 AM"
2029216468588782066,https://x.com/gregjoz/status/2029216468588782066,"MacBook Neo is new, exciting, original, and HERE! With a beautiful aluminum design, 13-inch Liquid Retina display, 16 hours of battery life, and the power of Apple silicon, you’ll fly through everyday tasks. It’ll be love at first Mac. https://t.co/7xpClbGKxE",3821,354,117,62,375304,"March 4, 2026 at 03:24 PM"
2034983523548115188,https://x.com/clumsyjr/status/2034983523548115188,"Macbook neo ถึงพี่แล้วน้องงงงง~
รีวิวแบบจริงใจ = คุ้ม https://t.co/UzreWwKvoh",3555,2455,11,39,302786,"March 20, 2026 at 01:20 PM"
2032765622875259266,https://x.com/sh_me_aka/status/2032765622875259266,家電量販店のMacBook Neo、スピーカーグリル押し曲げられてて草 https://t.co/QPmoMDEiil,2089,45,10,8,695181,"March 14, 2026 at 10:27 AM"
2036441525391888730,https://x.com/gregjoz/status/2036441525391888730,"Love how Molly brought her Crybaby series to #Apple50!

To celebrate the moment at Apple Iconsiam in Bangkok, she shared with customers how she creates her designs on iPad and even drew in the first Mac and iPod, as well as the latest iPhone 17 Pro and MacBook Neo. https://t.co/2t2kCrBiEx",647,56,10,1,19957,"March 24, 2026 at 01:54 PM"
2029230910504157490,https://x.com/SuperSaf/status/2029230910504157490,"MacBook Neo

- 13"" Liquid Retina display
- Apple A18 Pro
- 8GB unified memory
- 256/512GB
- Touch ID Option
- Silver, Blush, Citrus, Indigo
- 1080p FaceTime HD camera
- Two side-firing speakers
- 36.5wh battery

From £599/$599 https://t.co/A7nYFu1YBh",1643,133,29,14,173625,"March 4, 2026 at 04:22 PM"
2032958687279472840,https://x.com/GregoryMcFadden/status/2032958687279472840,"I have a MacBook Pro with 128GB of RAM and specs that embarrass the MacBook Neo, yet when I'm using the Neo for most things, I don't even notice I'm on a weaker machine.",2672,49,77,10,558457,"March 14, 2026 at 11:14 PM"
2036064670642032888,https://x.com/CNET/status/2036064670642032888,"The budget laptop isn't just for students. CNET’s @BridgetCarey unboxes her blush pink MacBook Neo on launch day and explains why it could disrupt the PC market. With Apple’s social media energy, are we seeing a new era of cool? https://t.co/6h1I23K0VX",20,8,1,0,7830,"March 23, 2026 at 12:57 PM"
2032386903170048369,https://x.com/Sankew06/status/2032386903170048369,"i just tried the MacBook Neo, and here’s what i think

-Love the design, it feels a lot like the 2016-2020 MacBook Pro, and I love that design, insane build quality for a budget product
-Blush and Citrus look so good irl
-Trackpad feels far better than I expected, it’s better than some expensive windows laptops too",597,11,21,0,56582,"March 13, 2026 at 09:22 AM"
2032884583331471430,https://x.com/imparkerburton/status/2032884583331471430,Just edited a 4k short-form video in premiere on the MacBook Neo....why is it performing so well??? https://t.co/OFsHcA3Vcp,7700,232,180,50,388630,"March 14, 2026 at 06:20 PM"
2033907448822820905,https://x.com/pizad_sunak/status/2033907448822820905,Macbook neo ดีไหม,2,0,3,0,2025,"March 17, 2026 at 02:04 PM"
2035591037713072489,https://x.com/tokiruno/status/2035591037713072489,"วิธีใช้ macbook neo (สีบลัช🫦) ให้คุ้มนะคะ

- ดูคลิปแอนตัน Jetski https://t.co/0JQGHgulsk",1916,2240,8,5,53414,"March 22, 2026 at 05:34 AM"
2033790183246844363,https://x.com/Salicylic_acid3/status/2033790183246844363,"コストコに行ったらMacBook Neoがあったので触ってみました。
思ったよりも悪くないなという印象です。
タッチパッドもどこでも押せるし、雰囲気もいいと思います。
ただ、やっぱり重いですね。
1キロ切ってくれると、サブ機としての選択肢もあるかな〜という印象でした。 https://t.co/nHnehyUcSe",23,1,0,1,10160,"March 17, 2026 at 06:19 AM"
2029245614756655228,https://x.com/vidamrr/status/2029245614756655228,"Yo siento que la nueva MacBook Neo es para la gente que rara vez usa una laptop, y si la usa es para hacer cosas bien específicas en internet como revisar correo, editar archivos de Office, ver uno que otro video en YouTube y hacer trámites.

Porque será la más barata de Apple pero con ese procesador y RAM es imposible que funcione más allá de lo más básico de lo básico.",1140,22,218,32,362190,"March 4, 2026 at 05:20 PM"
2036299308618883201,https://x.com/Jordan_Schiefer/status/2036299308618883201,@RoamingNorway This + MacBook Neo = all my mom will ever need,8,0,1,0,756,"March 24, 2026 at 04:29 AM"
2032709545760534821,https://x.com/appleshinja_com/status/2032709545760534821,"MacBook Neoのメモリ8GBがなぜかボロクソ言われ続けてるけど、もし使っててメモリ8GBではメモリが足りない挙動が出たのならこの投稿にリプ欲しいです。

アクティビティモニタを添付してもらえれば助かります。",709,68,38,28,212821,"March 14, 2026 at 06:44 AM"
2035491410510770591,https://x.com/bp_A16/status/2035491410510770591,"春休みですね🥰

iPhone17e
MacBook NEO

2名様にプレゼント🎁

参加方法👇
① このアカウントをフォロー
② いいね＆リポスト　

〆切　3月25日まで

希望の商品をコメントで当選確率アップ⤴️⤴️ https://t.co/wGp0QNy2j8",317,309,111,4,9903,"March 21, 2026 at 10:59 PM"
2029219490005741899,https://x.com/Media_FrenchRap/status/2029219490005741899,"@FrenchRapUS Apple a présenté le nouveau MacBook Neo

- Écran LCD de 13 pouces
- Puce A18 Pro
- 8 Go de RAM
- Stockage de 256 Go/512 Go
- Autonomie de la batterie : 16H
- Couleurs : argent, indigo, rose poudré et agrumes
- À partir de 599 $ (499 $ pour les étudiants)

 https://t.co/RU8mQNmYLi",1308,56,34,61,154870,"March 4, 2026 at 03:36 PM"
2033536721086795861,https://x.com/MKBHD/status/2033536721086795861,"AirPods Max 2
- Same design
- 1.5x stronger noise cancellation
- New amplifiers
- H2 chip, which enables several things, like:
- Live translation, camera remote
- Still $550

https://t.co/stkgdXxHAC

(I hope this puts into perspective how insane Macbook Neo for $499 is lol) https://t.co/5ALJSac0Jl",21239,634,568,221,1834187,"March 16, 2026 at 01:31 PM"
2036297242341155242,https://x.com/berryxia/status/2036297242341155242,https://t.co/clpfxIMdKD,17,0,2,1,16685,"March 24, 2026 at 04:21 AM"
2029341564036862445,https://x.com/ui_nyan/status/2029341564036862445,MacBook Neo、「キーボードがついたデカいiPhone」と考えたらだいぶオトクな気がしてきた,2940,357,27,46,244192,"March 4, 2026 at 11:41 PM"
2036001480449352135,https://x.com/0xmitsurii/status/2036001480449352135,Computer animation in the 90s was no joke. https://t.co/BXFNIljnlM,61764,5407,319,382,5450171,"March 23, 2026 at 08:45 AM"
2033963477765685712,https://x.com/iFixit/status/2033963477765685712,"The new MacBook Neo is the most repairable MacBook we’ve seen in 14 years. Screwed-in battery tray, modular ports, sensible layout, and day-one repair manuals. It’s not perfect, but it’s a real step forward for MacBook repair. Read the full breakdown at the link below.
—
#iFixit #RightoRepair",3974,368,45,46,220431,"March 17, 2026 at 05:47 PM"
2029210330971423014,https://x.com/aShubhamz/status/2029210330971423014,"apple just dropped the macbook neo

- starts at $599
- powered by the a18 pro chip
- 13"" liquid retina display
- 16 hour battery life

now i'm regretting buying the m4 air https://t.co/j3SXx8I577",3091,18,65,10,164039,"March 4, 2026 at 03:00 PM"
2033075302855741631,https://x.com/dev_maims/status/2033075302855741631,"People buy a MacBook Neo, and all of a sudden they want to work in public places. https://t.co/CI9sDxUFbo",1876,49,78,7,57287,"March 15, 2026 at 06:58 AM"
2035614398719631498,https://x.com/Yanagi__X/status/2035614398719631498,"MacBook Neoを買うなら、MacBook Pro M1で十分だと思う。

·中古で6万円程
·Apple intellgence対応
·tauch bar
·Neoに近い性能（A18Pro&gt;M1） https://t.co/A3dM71yTZY",1578,61,37,60,291480,"March 22, 2026 at 07:07 AM"
2031877007815119330,https://x.com/VadimYuryev/status/2031877007815119330,"MacBook Neo runs League of Legends with over 200 FPS without using Low Spec mode!

I imagine World of Warcraft will also run decently well!

Full Performance Stress Testing video is now LIVE on YouTube: https://t.co/yTtAzqmN5X https://t.co/2u2G1sUoMR",2821,106,65,61,641254,"March 11, 2026 at 11:36 PM"
2032649202510270786,https://x.com/Keisuke69/status/2032649202510270786,"やはりMacBook Neo売れてるっぽい
我々が文句をつけたものは一般の人には売れるのだ",311,52,5,11,34375,"March 14, 2026 at 02:45 AM"
2034208739809800672,https://x.com/Rebecca_rs5285/status/2034208739809800672,"MacBook買おうと思うんだけど
NeoとAirとProどれがいいの？",7,0,1,0,7526,"March 18, 2026 at 10:02 AM"
2034115037456175196,https://x.com/atsuyasu0802/status/2034115037456175196,"mac book neo買って3日で売ってしまった。

マウスパッドの部分カチカチなるし、キーボード光らないし、光源調整ないし、でmacbook pro 2020を使ってた自分は、無理だったw

ということで、mac book air 512GB をポチッたのです。

あとピカチュウ居たのです https://t.co/yFNklUqDXs",11,0,1,0,4113,"March 18, 2026 at 03:49 AM"
2029212918534004741,https://x.com/juanbuis/status/2029212918534004741,"the macbook neo *precisely* targets people with an iPhone and a windows laptop:

runs windows apps, built-in antivirus, pairs with your iPhone, designed for first-time mac users

oh, and it's $599 🤯

this is how apple will dominate the laptop market https://t.co/Aa146rZrPc",14887,674,100,252,717126,"March 4, 2026 at 03:10 PM"
2034092813022073179,https://x.com/JP_sansan/status/2034092813022073179,MacBook Neoが話題だったので欲しくなって買っちゃいました https://t.co/I1xQep3ZXb,5,0,1,0,1395,"March 18, 2026 at 02:21 AM"
2035613475293311194,https://x.com/Thida7a/status/2035613475293311194,"อยากได้ MacBook Neo ราคาถูกกว่า iPad ไปอี้ก แต่ว่าจะรอช่วง Back to School และรอดูล๊อตแรกๆ ดูรีวิวว่าเค้ามีปัญหามั้ย

หรือจัด Air 13"" ไปเลยดีน้าาา",1065,792,14,2,147117,"March 22, 2026 at 07:04 AM"
